movie_id;movie_title
tt0078199;Same Time, Next Year (1978)
tt0078243;Shao Lin san shi liu fang (1978)
tt0078259;The Shout (1978)
tt0078269;The Silent Partner (1978)
tt0078326;Straight Time (1978)
tt0078346;Superman (1978)
tt0078350;The Swarm (1978)
tt0078382;Thank God It's Friday (1978)
tt0078446;Up in Smoke (1978)
tt0078480;Watership Down (1978)
tt0078492;The Wild Geese (1978)
tt0078504;The Wiz (1978)
tt0078718;...and justice for all. (1979)
tt0078723;1941 (1979)
tt0078736;Agatha (1979)
tt0078740;The Concorde... Airport '79 (1979)
tt0078748;Alien (1979)
tt0078754;All That Jazz (1979)
tt0078767;The Amityville Horror (1979)
tt0078788;Apocalypse Now (1979)
tt0078797;Arrebato (1979)
tt0078820;Baby Snakes (1979)
tt0078841;Being There (1979)
tt0078869;The Black Hole (1979)
tt0078872;The Black Stallion (1979)
tt0078875;Die Blechtrommel (1979)
tt0078898;Boulevard Nights (1979)
tt0078902;Breaking Away (1979)
tt0078908;The Brood (1979)
tt0078935;Cannibal Holocaust (1980)
tt0078966;The China Syndrome (1979)
tt0079005;The Cracker Factory (1979) (TV)
tt0079013;Cuba (1979)
tt0079095;Die Ehe der Maria Braun (1979)
tt0079116;Escape from Alcatraz (1979)
tt0079135;Fascination (1979)
tt0079176;French Postcards (1979)
tt0079180;The Frisco Kid (1979)
tt0079240;The First Great Train Robbery (1979)
tt0079261;Hair (1979)
tt0079285;Saturn 3 (1980)
tt0079322;I... comme Icare (1979)
tt0079336;The In-Laws (1979)
tt0079367;The Jerk (1979)
tt0079400;The Kids Are Alright (1979)
tt0079417;Kramer vs. Kramer (1979)
tt0079450;The Legacy (1978)
tt0079470;Life of Brian (1979)
tt0079472;Lin Shi Rong (1979)
tt0079474;The Lion, the Witch & the Wardrobe (1979) (TV)
tt0079477;A Little Romance (1979)
tt0079489;Love at First Bite (1979)
tt0079495;La luna (1979)
tt0079501;Mad Max (1979)
tt0079522;Manhattan (1979)
tt0079574;Moonraker (1979)
tt0079579;Moskva slezam ne verit (1980)
tt0079588;The Muppet Movie (1979)
tt0079592;Murder by Decree (1979)
tt0079609;Nan bei zui quan (1979)
tt0079638;Norma Rae (1979)
tt0079640;North Dallas Forty (1979)
tt0079641;Nosferatu: Phantom der Nacht (1979)
tt0079688;Over the Edge (1979)
tt0079714;Phantasm (1979)
tt0079766;Quadrophenia (1979)
tt0079808;The Riddle of the Sands (1979)
tt0079813;Rock 'n' Roll High School (1979)
tt0079817;Rocky II (1979)
tt0079826;The Rose (1979)
tt0079833;Rupan sansei: Kariosutoro no shiro (1979)
tt0079844;Salem's Lot (1979) (TV)
tt0079858;Scavenger Hunt (1979)
tt0079871;Scum (1979)
tt0079944;Stalker (1979)
tt0079945;Star Trek: The Motion Picture (1979)
tt0079946;Starcrash (1978)
tt0080009;Tess (1979)
tt0080024;Tim (1979)
tt0080025;Time After Time (1979)
tt0080057;Zombi 2 (1979)
tt0080120;The Warriors (1979)
tt0080140;Wise Blood (1979)
tt0080149;Woyzeck (1979)
tt0080179;Zui quan (1978)
tt0080180;Zulu Dawn (1979)
tt0080310;'Breaker' Morant (1980)
tt0080319;Nine to Five (1980)
tt0080339;Airplane! (1980)
tt0080360;Altered States (1980)
tt0080365;American Gigolo (1980)
tt0080388;Atlantic City, USA (1980)
tt0080391;Attack of the Killer Tomatoes! (1978)
tt0080421;Battle Beyond the Stars (1980)
tt0080437;The Big Red One (1980)
tt0080453;The Blue Lagoon (1980)
tt0080455;The Blues Brothers (1980)
tt0080474;Brubaker (1980)
tt0080487;Caddyshack (1980)
tt0080491;Caligola (1979)
tt0080503;La casa sperduta nel parco (1980)
tt0080516;The Changeling (1980)
tt0080520;Cheech and Chong's Next Movie (1980)
tt0080539;La città delle donne (1980)
tt0080556;The Competition (1980)
tt0080569;Cruising (1980)
tt0080641;The Dogs of War (1980)
tt0080661;Dressed to Kill (1980)
tt0080662;Du er ikke alene (1978)
tt0080678;The Elephant Man (1980)
tt0080684;Star Wars: Episode V - The Empire Strikes Back (1980)
tt0080716;Fame (1980)
tt0080736;The Final Countdown (1980)
tt0080745;Flash Gordon (1980)
tt0080749;The Fog (1980)
tt0080752;Forbidden Zone (1980)
tt0080761;Friday the 13th (1980)
tt0080770;Gadajace glowy (1980)
tt0080798;Gloria (1980)
tt0080801;The Gods Must Be Crazy (1980)
tt0080835;Hamlet, Prince of Denmark (1980) (TV)
tt0080855;Heaven's Gate (1980)
tt0080889;Hopscotch (1980)
tt0080923;Inferno (1980)
tt0080979;Kagemusha (1980)
tt0081036;The Lathe of Heaven (1980) (TV)
tt0081059;Lion of the Desert (1980)
tt0081070;The Long Good Friday (1980)
tt0081071;The Long Riders (1980)
tt0081114;Maniac (1980)
tt0081184;Motel Hell (1980)
tt0081186;Mother's Day (1980)
tt0081207;My Bodyguard (1980)
tt0081283;Ordinary People (1980)
tt0081375;Private Benjamin (1980)
tt0081398;Raging Bull (1980)
tt0081455;Scanners (1981)
tt0081499;Shi di chu ma (1980)
tt0081505;The Shining (1980)
tt0081506;Shogun Assassin (1980)
tt0081534;Somewhere in Time (1980)
tt0081547;Spetters (1980)
tt0081554;Stardust Memories (1980)
tt0081562;Stir Crazy (1980)
tt0081568;The Stunt Man (1980)
tt0081633;Time Bandits (1981)
tt0081698;Used Cars (1980)
tt0081748;Where the Buffalo Roam (1980)
tt0081764;Without Warning (1980)
tt0081777;Xanadu (1980)
tt0081974;Absence of Malice (1981)
tt0082000;Contamination (1980)
tt0082009;American Pop (1981)
tt0082010;An American Werewolf in London (1981)
tt0082031;Arthur (1981)
tt0082085;Blow Out (1981)
tt0082089;Body Heat (1981)
tt0082096;Das Boot (1981)
tt0082118;The Burning (1981)
tt0082136;The Cannonball Run (1981)
tt0082158;Chariots of Fire (1981)
tt0082176;Christiane F. - Wir Kinder vom Bahnhof Zoo (1981)
tt0082183;La chèvre (1981)
tt0082186;Clash of the Titans (1981)
tt0082198;Conan the Barbarian (1982)
tt0082206;Coup de torchon (1981)
tt0082220;Cutter's Way (1981)
tt0082235;Dark Night of the Scarecrow (1981) (TV)
tt0082242;Dead & Buried (1981)
tt0082247;Death Hunt (1981)
tt0082252;The Decline of Western Civilization (1981)
tt0082288;Dragonslayer (1981)
tt0082307;...E tu vivrai nel terrore! L'aldilà (1981)
tt0082332;Enter the Ninja (1981)
tt0082340;Escape from New York (1981)
tt0082348;Excalibur (1981)
tt0082351;Eye of the Needle (1981)
tt0082377;The Final Conflict (1981)
tt0082398;For Your Eyes Only (1981)
tt0082416;The French Lieutenant's Woman (1981)
tt0082431;Galaxy of Terror (1981)
tt0082432;Gallipoli (1981)
tt0082474;The Great Muppet Caper (1981)
tt0082484;La guerre du feu (1981)
tt0082495;Halloween II (1981)
tt0082507;Heartbeeps (1981)
tt0082509;Heavy Metal (1981)
tt0082517;History of the World: Part I (1981)
tt0082533;The Howling (1981)
tt0082558;The Incredible Shrinking Woman (1981)
tt0082559;Virus (1980)
tt0082592;Just Before Dawn (1981)
tt0082611;Kill Squad (1982)
tt0082639;Ladies and Gentlemen, the Fabulous Stains (1982)
tt0082701;Malevil (1981)
tt0082748;Mil gritos tiene la noche (1982)
tt0082764;Modern Romance (1981)
tt0082766;Mommie Dearest (1981)
tt0082776;Ms .45 (1981)
tt0082783;My Dinner with Andre (1981)
tt0082801;Neighbors (1981)
tt0082817;Nighthawks (1981)
tt0082818;Nightmare (1981)
tt0082846;On Golden Pond (1981)
tt0082869;Outland (1981)
tt0082912;Pixote: A Lei do Mais Fraco (1981)
tt0082933;Possession (1981)
tt0082934;The Postman Always Rings Twice (1981)
tt0082945;Prince of the City (1981)
tt0082951;The Prowler (1981)
tt0082969;Raggedy Man (1981)
tt0082971;Raiders of the Lost Ark (1981)
tt0082979;Reds (1981)
tt0083067;Shock Treatment (1981)
tt0083100;Priklyucheniya Sherloka Kholmsa i doktora Vatsona: Sobaka Baskerviley (1981) (TV)
tt0083111;Southern Comfort (1981)
tt0083131;Stripes (1981)
tt0083190;Thief (1981)
tt0083201;Ticket to Heaven (1981)
tt0083232;True Confessions (1981)
tt0083254;Under the Rainbow (1981)
tt0083271;Vabank (1981)
tt0083281;Vernon, Florida (1981)
tt0083284;Victory (1981)
tt0083326;Whose Life Is It Anyway? (1981)
tt0083365;Zoot Suit (1981)
tt0083511;48 Hrs. (1982)
tt0083530;Airplane II: The Sequel (1982)
tt0083564;Annie (1982)
tt0083624;Basket Case (1982)
tt0083630;The Beastmaster (1982)
tt0083658;Blade Runner (1982)
tt0083670;Boardinghouse (1982)
tt0083702;Burden of Dreams (1982)
tt0083722;Cat People (1982)
tt0083728;Chan Is Missing (1982)
tt0083739;Class of 1984 (1982)
tt0083767;Creepshow (1982)
tt0083789;Danton (1983)
tt0083791;The Dark Crystal (1982)
tt0083798;Dead Men Don't Wear Plaid (1982)
tt0083806;Deathtrap (1982)
tt0083833;Diner (1982)
tt0083866;E.T. the Extra-Terrestrial (1982)
tt0083869;Eating Raoul (1982)
tt0083906;Eureka (1983)
tt0083907;The Evil Dead (1981)
tt0083908;Evil Under the Sun (1982)
tt0083922;Fanny och Alexander (1982)
tt0083929;Fast Times at Ridgemont High (1982)
tt0083931;Fehérlófia (1981)
tt0083941;Who Dares Wins (1982)
tt0083944;First Blood (1982)
tt0083946;Fitzcarraldo (1982)
tt0083951;The Flight of Dragons (1982) (V)
tt0083959;Forbidden World (1982)
tt0083967;Frances (1982)
tt0083973;Frightmare (1983)
tt0083987;Gandhi (1982)
tt0084021;Grease 2 (1982)
tt0084090;Inseminoid (1981)
tt0084234;The Last American Virgin (1982)
tt0084237;The Last Unicorn (1982)
tt0084296;The Man from Snowy River (1982)
tt0084315;Les maîtres du temps (1982)
tt0084316;Megaforce (1982)
tt0084329;A Midsummer Night's Sex Comedy (1982)
tt0084335;Missing (1982)
tt0084354;Moonlighting (1982)
tt0084390;Narayama bushikô (1983)
tt0084412;Night Shift (1982)
tt0084424;I nuovi barbari (1983)
tt0084489;Personal Best (1982)
tt0084509;The Plague Dogs (1982)
tt0084516;Poltergeist (1982)
tt0084522;Porky's (1981)
tt0084589;Le retour de Martin Guerre (1982)
tt0084602;Rocky III (1982)
tt0084628;Sans soleil (1983)
tt0084649;The Secret of NIMH (1982)
tt0084695;The Slumber Party Massacre (1982)
tt0084698;Smithereens (1982)
tt0084707;Sophie's Choice (1982)
tt0084719;Lo squartatore di New York (1982)
tt0084726;Star Trek: The Wrath of Khan (1982)
tt0084777;Tenebre (1982)
tt0084787;The Thing (1982)
tt0084805;Tootsie (1982)
tt0084809;The Toy (1982)
tt0084827;TRON (1982)
tt0084855;The Verdict (1982)
tt0084865;Victor Victoria (1982)
tt0084881;Waga seishun no Arcadia (1982)
tt0084899;White Dog (1982)
tt0084917;The World According to Garp (1982)
tt0084945;Zapped! (1982)
tt0085121;10 to Midnight (1983)
tt0085127;'A' gai wak (1983)
tt0085180;L'argent (1983)
tt0085204;BMX Bandits (1983)
tt0085210;Bad Boys (1983)
tt0085211;Bai ga jai (1981)
tt0085226;La belle captive (1983)
tt0085244;The Big Chill (1983)
tt0085255;Blue Thunder (1983)
tt0085271;Brainstorm (1983)
tt0085333;Christine (1983)
tt0085334;A Christmas Story (1983)
tt0085380;Cross Creek (1983)
tt0085382;Cujo (1983)
tt0085387;D.C. Cab (1983)
tt0085404;The Day After (1983) (TV)
tt0085407;The Dead Zone (1983)
tt0085426;Le dernier combat (1983)
tt0085475;Eddie and the Cruisers (1983)
tt0085482;El Norte (1983)
tt0085542;Fire and Ice (1983)
tt0085549;Flashdance (1983)
tt0085636;Halloween III: Season of the Witch (1982)
tt0085701;The Hunger (1983)
tt0085764;Joysticks (1983)
tt0085794;The King of Comedy (1982)
tt0085809;Koyaanisqatsi (1982)
tt0085811;Krull (1983)
tt0085852;Liquid Sky (1982)
tt0085859;Local Hero (1983)
tt0085862;Lone Wolf McQuade (1983)
tt0085894;The Man with Two Brains (1983)
tt0085933;Merry Christmas Mr. Lawrence (1983)
tt0085935;Metalstorm: The Destruction of Jared-Syn (1983)
tt0085959;The Meaning of Life (1983)
tt0085969;Mr. Halpern and Mr. Johnson (1983) (TV)
tt0085995;National Lampoon's Vacation (1983)
tt0086005;Never Cry Wolf (1983)
tt0086022;Nostalghia (1983)
tt0086034;Octopussy (1983)
tt0086036;Of Unknown Origin (1983)
tt0086066;The Outsiders (1983)
tt0086087;Pauline à la plage (1983)
tt0086190;Star Wars: Episode VI - Return of the Jedi (1983)
tt0086197;The Right Stuff (1983)
tt0086200;Risky Business (1983)
tt0086207;Rooster: Spurs of Death! (1977)
tt0086216;Rumble Fish (1983)
tt0086250;Scarface (1983)
tt0086303;Tian shi zhuang xie (1983)
tt0086312;Silkwood (1983)
tt0086320;Sleepaway Camp (1983)
tt0086346;Spacehunter: Adventures in the Forbidden Zone (1983)
tt0086366;Still Smokin (1983)
tt0086373;The Adventures of Bob & Doug McKenzie: Strange Brew (1983)
tt0086374;Strange Invaders (1983)
tt0086423;Tender Mercies (1983)
tt0086425;Terms of Endearment (1983)
tt0086429;Testament (1983)
tt0086443;Timerider: The Adventure of Lyle Swann (1982)
tt0086465;Trading Places (1983)
tt0086491;Twilight Zone: The Movie (1983)
tt0086497;Utu (1984)
tt0086508;Uncommon Valor (1983)
tt0086525;Valley Girl (1983)
tt0086541;Videodrome (1983)
tt0086567;WarGames (1983)
tt0086606;Wu Lang ba gua gun (1984)
tt0086610;Xtro (1982)
tt0086617;The Year of Living Dangerously (1982)
tt0086637;Zelig (1983)
tt0086837;2010 (1984)
tt0086856;The Adventures of Buckaroo Banzai Across the 8th Dimension (1984)
tt0086859;Against All Odds (1984)
tt0086873;All of Me (1984)
tt0086879;Amadeus (1984)
tt0086927;Bachelor Party (1984)
tt0086960;Beverly Hills Cop (1984)
tt0086961;Bez konca (1985)
tt0086969;Birdy (1984)
tt0086979;Blood Simple. (1984)
tt0086984;Body Double (1984)
tt0086993;The Bounty (1984)
tt0087004;The Brother from Another Planet (1984)
tt0087015;C.H.U.D. (1984)
tt0087042;Cheech & Chong's The Corsican Brothers (1984)
tt0087050;Children of the Corn (1984)
tt0087065;Cloak & Dagger (1984)
tt0087075;The Company of Wolves (1984)
tt0087100;Crimes of Passion (1984)
tt0087130;Def-Con 4 (1985)
tt0087175;Dreamscape (1984)
tt0087182;Dune (1984)
tt0087197;Electric Dreams (1984)
tt0087222;The Evil That Men Do (1984)
tt0087231;The Falcon and the Snowman (1985)
tt0087262;Firestarter (1984)
tt0087265;The Flamingo Kid (1984)
tt0087277;Footloose (1984)
tt0087280;Forbrydelsens element (1984)
tt0087332;Ghostbusters (1984)
tt0087363;Gremlins (1984)
tt0087365;Greystoke: The Legend of Tarzan, Lord of the Apes (1984)
tt0087377;Gyakufunsha kazoku (1984)
tt0087414;The Hit (1984)
tt0087428;The Hotel New Hampshire (1984)
tt0087451;The Ice Pirates (1984)
tt0087452;Iceman (1984)
tt0087469;Indiana Jones and the Temple of Doom (1984)
tt0087481;Non c'è due senza quattro (1984)
tt0087538;The Karate Kid (1984)
tt0087544;Kaze no tani no Naushika (1984)
tt0087553;The Killing Fields (1984)
tt0087596;The Last Polka (1985) (TV)
tt0087597;The Last Starfighter (1984)
tt0087606;Ambavi Suramis tsikhitsa (1985)
tt0087629;The Little Drummer Girl (1984)
tt0087635;The Lonely Guy (1984)
tt0087644;Love Streams (1984)
tt0087727;Missing in Action (1984)
tt0087799;Night of the Comet (1984)
tt0087800;A Nightmare on Elm Street (1984)
tt0087803;Nineteen Eighty-Four (1984)
tt0087805;Ninja III: The Domination (1984)
tt0087835;Oh, God! You Devil (1984)
tt0087843;Once Upon a Time in America (1984)
tt0087884;Paris, Texas (1984)
tt0087889;The Party Animal (1984)
tt0087892;A Passage to India (1984)
tt0087909;Phenomena (1985)
tt0087928;Police Academy (1984)
tt0087932;The Pope of Greenwich Village (1984)
tt0087980;The Razor's Edge (1984)
tt0087985;Red Dawn (1984)
tt0087995;Repo Man (1984)
tt0088000;Revenge of the Nerds (1984)
tt0088007;The River (1984)
tt0088011;Romancing the Stone (1984)
tt0088128;Sixteen Candles (1984)
tt0088134;Slapstick (Of Another Kind) (1982)
tt0088146;A Soldier's Story (1984)
tt0088170;Star Trek III: The Search for Spock (1984)
tt0088172;Starman (1984)
tt0088178;Stop Making Sense (1984)
tt0088184;Stranger Than Paradise (1984)
tt0088194;Streets of Fire (1984)
tt0088247;The Terminator (1984)
tt0088258;This Is Spinal Tap (1984)
tt0088286;Top Secret! (1984)
tt0088318;Un dimanche à la campagne (1984)
tt0088323;Die unendliche Geschichte (1984)
tt0088326;Unfaithfully Yours (1984)
tt0088334;Urusei Yatsura 2: Byûtifuru dorîmâ (1984)
tt0088395;Where the Boys Are (1984)
tt0088414;The Woman in Red (1984)
tt0088423;Siu Tai Gik (1984)
tt0088658;A.K. (1985)
tt0088680;After Hours (1985)
tt0088683;Agnes of God (1985)
tt0088714;L'amour braque (1985)
tt0088763;Back to the Future (1985)
tt0088794;Better Off Dead... (1985)
tt0088846;Brazil (1985)
tt0088847;The Breakfast Club (1985)
tt0088850;Brewster's Millions (1985)
tt0088889;Cat's Eye (1985)
tt0088930;Clue (1985)
tt0088931;The Coca-Cola Kid (1985)
tt0088933;Cocoon (1985)
tt0088939;The Color Purple (1985)
tt0088944;Commando (1985)
tt0088960;Creator (1985)
tt0088961;Creature (1985)
tt0088967;Crimewave (1985)
tt0088979;D.A.R.Y.L. (1985)
tt0088993;Day of the Dead (1985)
tt0089006;Death of a Salesman (1985) (TV)
tt0089052;Dreamchild (1985)
tt0089092;Enemy Mine (1985)
tt0089114;Explorers (1985)
tt0089153;Flesh+Blood (1985)
tt0089155;Fletch (1985)
tt0089175;Fright Night (1985)
tt0089177;Fuk sing go jiu (1985)
tt0089185;The Galaxy Invader (1985) (V)
tt0089199;Get Out of My Room (1985)
tt0089200;Ghoulies (1984)
tt0089206;Ginga-tetsudô no yoru (1985)
tt0089218;The Goonies (1985)
tt0089222;Gotcha! (1985)
tt0089243;Gymkata (1985)
tt0089254;Hard Rock Zombies (1985)
tt0089264;Heaven Help Us (1985)
tt0089308;Howling II: Stirba - Werewolf Bitch (1985)
tt0089343;Insignificance (1985)
tt0089346;Into the Night (1985)
tt0089348;Invasion U.S.A. (1985)
tt0089360;Jagged Edge (1985)
tt0089366;'Je vous salue, Marie' (1985)
tt0089370;The Jewel of the Nile (1985)
tt0089374;Ging chaat goo si (1985)
tt0089393;Just One of the Guys (1985)
tt0089424;Kiss of the Spider Woman (1985)
tt0089457;Ladyhawke (1985)
tt0089461;The Last Dragon (1985)
tt0089470;The Legend of Billie Jean (1985)
tt0089489;Lifeforce (1985)
tt0089504;Lost in America (1985)
tt0089530;Mad Max Beyond Thunderdome (1985)
tt0089543;The Man with One Red Shoe (1985)
tt0089560;Mask (1985)
tt0089603;Mishima: A Life in Four Chapters (1985)
tt0089604;Missing in Action 2: The Beginning (1985)
tt0089606;Mitt liv som hund (1985)
tt0089629;Moving Violations (1985)
tt0089652;My Science Project (1985)
tt0089670;National Lampoon's European Vacation (1985)
tt0089695;No Retreat, No Surrender (1986)
tt0089730;Once Bitten (1985)
tt0089755;Out of Africa (1985)
tt0089767;Pale Rider (1985)
tt0089791;Pee-wee's Big Adventure (1985)
tt0089822;Police Academy 2: Their First Assignment (1985)
tt0089835;Pray for Death (1985)
tt0089853;The Purple Rose of Cairo (1985)
tt0089869;The Quiet Earth (1985)
tt0089880;Rambo: First Blood Part II (1985)
tt0089881;Ran (1985)
tt0089885;Re-Animator (1985)
tt0089886;Real Genius (1985)
tt0089893;Red Sonja (1985)
tt0089901;Remo Williams: The Adventure Begins (1985)
tt0089907;The Return of the Living Dead (1985)
tt0089908;Return to Oz (1985)
tt0089913;Revolution (1985)
tt0089927;Rocky IV (1985)
tt0089960;Sans toit ni loi (1985)
tt0090021;Silver Bullet (1985)
tt0090022;Silverado (1985)
tt0090056;Spies Like Us (1985)
tt0090060;St. Elmo's Fire (1985)
tt0090065;Starchaser: The Legend of Orin (1985)
tt0090070;Steaming (1985)
tt0090093;Stryker's War (1985)
tt0090094;The Stuff (1985)
tt0090098;Summer Rental (1985)
tt0090103;The Sure Thing (1985)
tt0090142;Teen Wolf (1985)
tt0090163;Threads (1984) (TV)
tt0090180;To Live and Die in L.A. (1985)
tt0090190;The Toxic Avenger (1984)
tt0090192;Trancers (1984)
tt0090196;Transylvania 6-5000 (1985)
tt0090248;Kyûketsuki hantâ D (1985)
tt0090264;A View to a Kill (1985)
tt0090270;Vision Quest (1985)
tt0090274;Volunteers (1985)
tt0090293;Warning Sign (1985)
tt0090305;Weird Science (1985)
tt0090315;When the Wind Blows (1986)
tt0090329;Witness (1985)
tt0090366;A Zed & Two Noughts (1985)
tt0090555;Crocodile Dundee (1986)
tt0090556;'night, Mother (1986)
tt0090557;'Round Midnight (1986)
tt0090563;37°2 le matin (1986)
tt0090605;Aliens (1986)
tt0090655;April Fool's Day (1986)
tt0090685;Back to School (1986)
tt0090693;Band of the Hand (1986)
tt0090728;Big Trouble in Little China (1986)
tt0090729;Biggles (1986)
tt0090756;Blue Velvet (1986)
tt0090768;The Boy Who Could Fly (1986)
tt0090830;Children of a Lesser God (1986)
tt0090837;Chopping Mall (1986)
tt0090849;Class of Nuke 'Em High (1986)
tt0090852;Clockwise (1986)
tt0090856;Club Paradise (1986)
tt0090859;Cobra (1986)
tt0090887;Critters (1986)
tt0090888;Crossroads (1986)
tt0090917;Deadly Friend (1986)
tt0090927;The Delta Force (1986)
tt0090930;Dèmoni 2... l'incubo ritorna (1986)
tt0090967;Down by Law (1986)
tt0091042;Ferris Bueller's Day Off (1986)
tt0091059;Flight of the Navigator (1986)
tt0091064;The Fly (1986)
tt0091069;Fortress (1985)
tt0091083;From Beyond (1986)
tt0091093;Les fugitifs (1986)
tt0091129;The Golden Child (1986)
tt0091142;Gothic (1986)
tt0091149;The Great Mouse Detective (1986)
tt0091159;Gung Ho (1986)
tt0091167;Hannah and Her Sisters (1986)
tt0091178;Haunted Honeymoon (1986)
tt0091187;Heartbreak Ridge (1986)
tt0091203;Highlander (1986)
tt0091209;The Hitcher (1986)
tt0091217;Hoosiers (1986)
tt0091251;Idi i smotri (1985)
tt0091276;Invaders from Mars (1986)
tt0091288;Jean de Florette (1986)
tt0091306;Jumpin' Jack Flash (1986)
tt0091341;Kin-dza-dza! (1986)
tt0091369;Labyrinth (1986)
tt0091396;Legal Eagles (1986)
tt0091419;Little Shop of Horrors (1986)
tt0091445;Lucas (1986)
tt0091472;The Manhattan Project (1986)
tt0091474;Manhunter (1986)
tt0091497;Mauvais sang (1986)
tt0091499;Maximum Overdrive (1986)
tt0091530;The Mission (1986)
tt0091534;Modern Girls (1986)
tt0091541;The Money Pit (1986)
tt0091557;The Mosquito Coast (1986)
tt0091605;Der Name der Rose (1986)
tt0091630;Night of the Creeps (1986)
tt0091635;Nine 1/2 Weeks (1986)
tt0091670;Offret (1986)
tt0091680;One Crazy Summer (1986)
tt0091738;Peggy Sue Got Married (1986)
tt0091757;Pirates (1986)
tt0091759;Pisma myortvogo cheloveka (1986)
tt0091763;Platoon (1986)
tt0091777;Police Academy 3: Back in Training (1986)
tt0091790;Pretty in Pink (1986)
tt0091818;Radioactive Dreams (1985)
tt0091830;Le rayon vert (1986)
tt0091860;River's Edge (1986)
tt0091867;A Room with a View (1985)
tt0091877;Ruthless People (1986)
tt0091886;Salvador (1986)
tt0091943;Sherman's March (1985)
tt0091949;Short Circuit (1986)
tt0091954;Sid and Nancy (1986)
tt0091981;Solarbabies (1986)
tt0091983;Something Wild (1986)
tt0091993;SpaceCamp (1986)
tt0092005;Stand by Me (1986)
tt0092006;Star Crystal (1986)
tt0092007;Star Trek IV: The Voyage Home (1986)
tt0092048;Tampopo (1985)
tt0092067;Tenkû no shiro Rapyuta (1986)
tt0092076;The Texas Chainsaw Massacre 2 (1986)
tt0092085;Thrashin' (1986)
tt0092086;¡Three Amigos! (1986)
tt0092099;Top Gun (1986)
tt0092106;The Transformers: The Movie (1986)
tt0092115;Troll (1986)
tt0092117;True Stories (1986)
tt0092128;Umi to dokuyaku (1986)
tt0092240;The Wraith (1986)
tt0092263;Ying hung boon sik (1986)
tt0092494;*batteries not included (1987)
tt0092513;Adventures in Babysitting (1987)
tt0092534;Allan Quatermain and the Lost City of Gold (1986)
tt0092549;Miami Connection (1987)
tt0092563;Angel Heart (1987)
tt0092576;Deliria (1987)
tt0092593;Au revoir les enfants (1987)
tt0092603;Babettes gæstebud (1987)
tt0092605;Baby Boom (1987)
tt0092608;Back to the Beach (1987)
tt0092610;Bad Taste (1987)
tt0092618;Barfly (1987)
tt0092632;The Believers (1987)
tt0092654;The Big Easy (1986)
tt0092666;Blind Date (1987)
tt0092669;Blood Diner (1987)
tt0092675;Bloodsport (1988)
tt0092691;Born of Fire (1987)
tt0092695;The Brave Little Toaster (1987)
tt0092699;Broadcast News (1987)
tt0092718;Can't Buy Me Love (1987)
tt0092746;Cherry 2000 (1987)
tt0092783;Cop (1988)
tt0092802;Cross My Heart (1987)
tt0092848;Deadly Prey (1987)
tt0092860;Deathstalker II (1987)
tt0092890;Dirty Dancing (1987)
tt0092929;Drowning by Numbers (1988)
tt0092948;Eddie Murphy: Raw (1987)
tt0092965;Empire of the Sun (1987)
tt0092974;Ernest Goes to Camp (1987)
tt0092991;Evil Dead II (1987)
tt0093010;Fatal Attraction (1987)
tt0093015;Fei lung mang jeung (1988)
tt0093036;Flowers in the Attic (1987)
tt0093043;Le foto di Gioia (1987)
tt0093044;The Fourth Protocol (1987)
tt0093058;Full Metal Jacket (1987)
tt0093075;The Gate (1987)
tt0093105;Good Morning, Vietnam (1987)
tt0093137;Hamburger Hill (1987)
tt0093146;Hard Ticket to Hawaii (1987)
tt0093148;Harry and the Hendersons (1987)
tt0093170;Hei tai yang 731 (1988)
tt0093171;Hell Comes to Frogtown (1988)
tt0093177;Hellraiser (1987)
tt0093185;The Hidden (1987)
tt0093191;Der Himmel über Berlin (1987)
tt0093200;Hollywood Shuffle (1987)
tt0093209;Hope and Glory (1987)
tt0093220;House II: The Second Story (1987)
tt0093223;House of Games (1987)
tt0093260;Innerspace (1987)
tt0093278;Ishtar (1987)
tt0093305;Gong woo lung foo moon (1987)
tt0093378;La Bamba (1987)
tt0093389;The Last Emperor (1987)
tt0093407;Less Than Zero (1987)
tt0093409;Lethal Weapon (1987)
tt0093418;Like Father Like Son (1987)
tt0093428;The Living Daylights (1987)
tt0093435;Lung foo fong wan (1987)
tt0093437;The Lost Boys (1987)
tt0093509;Matewan (1987)
tt0093560;The Monster Squad (1987)
tt0093565;Moonstruck (1987)
tt0093589;My Demon Lover (1987)
tt0093593;Na srebrnym globie (1988)
tt0093605;Near Dark (1987)
tt0093608;Nekromantik (1987)
tt0093638;No Man's Land (1987)
tt0093640;No Way Out (1987)
tt0093648;North Shore (1987)
tt0093668;Ofelas (1987)
tt0093677;Opera (1987)
tt0093692;Over the Top (1987)
tt0093693;Overboard (1987)
tt0093744;The New Adventures of Pippi Longstocking (1988)
tt0093748;Planes, Trains & Automobiles (1987)
tt0093756;Police Academy 4: Citizens on Patrol (1987)
tt0093773;Predator (1987)
tt0093777;Prince of Darkness (1987)
tt0093779;The Princess Bride (1987)
tt0093780;The Principal (1987)
tt0093818;Radio Days (1987)
tt0093822;Raising Arizona (1987)
tt0093828;Real Men (1987)
tt0093833;Redneck Zombies (1989)
tt0093854;Return to Horror High (1987)
tt0093870;RoboCop (1987)
tt0093873;Rock 'n' Roll Nightmare (1987)
tt0093886;Roxanne (1987)
tt0093894;The Running Man (1987)
tt0093936;The Secret of My Succe$s (1987)
tt0093944;Sha shou hu die meng (1989)
