ID,# pos actors,# neg actors,# actors,# pos genres,# neg_genres,# genres,# pos movies,# neg movies,# movies,# pos keywords,# neg keywords,# keywords
4h559e,0,0,0,0,0,0,1,1,2,1,1,2
4hc063,0,0,0,0,0,0,5,1,6,5,1,6
4hnfnf,0,0,0,0,0,0,6,1,7,1,1,2
4hoap4,0,0,0,2,0,2,7,1,8,1,1,2
4huklu,0,0,0,2,0,2,2,1,3,1,1,2
4i6l8w,0,0,0,0,0,0,5,1,6,2,1,3
4i9w52,0,0,0,1,0,1,1,1,2,2,1,3
4iayh8,0,0,0,0,0,0,3,1,4,6,1,7
4ifgql,1,0,1,0,0,0,3,1,4,2,1,3
4iu1mr,0,0,0,0,0,0,4,1,5,1,1,2
4jchuz,0,0,0,1,0,1,2,1,3,1,1,2
4jdznb,0,0,0,1,0,1,4,1,5,1,1,2
4jeckh,0,0,0,0,0,0,3,1,4,1,1,2
4jp2a7,1,0,1,1,0,1,5,1,6,4,2,6
4jse4h,0,0,0,0,0,0,1,1,2,1,1,2
4jse9k,0,0,0,0,0,0,9,1,10,5,1,6
4jw99c,0,0,0,3,0,3,3,1,4,2,1,3
4k3cfe,0,0,0,0,0,0,7,1,8,6,1,7
4k4yj0,0,0,0,0,0,0,7,1,8,1,1,2
4kbfo3,0,0,0,0,0,0,3,1,4,5,1,6
4kgpng,0,0,0,0,0,0,1,1,2,1,1,2
4knxz8,0,0,0,1,0,1,1,1,2,4,5,9
4ksa80,0,0,0,1,0,1,1,1,2,6,1,7
4kwus6,0,0,0,1,0,1,2,1,3,1,1,2
4l2aqv,0,0,0,0,0,0,1,1,2,1,1,2
4lgsa0,0,0,0,0,0,0,4,1,5,1,1,2
4lmd94,1,0,1,2,0,2,1,1,2,4,1,5
4lt7wm,0,0,0,0,0,0,2,1,3,2,1,3
4m95ea,0,0,0,0,0,0,4,1,5,1,1,2
4mbnl3,0,0,0,0,0,0,11,1,12,2,1,3
4me2dz,0,0,0,0,0,0,5,1,6,2,1,3
4mew3s,1,0,1,0,0,0,3,1,4,1,1,2
4mzsuh,0,0,0,0,0,0,6,1,7,1,1,2
4nfuk2,0,0,0,0,0,0,12,1,13,6,1,7
4nimyh,0,0,0,0,0,0,2,1,3,2,1,3
4nr4kc,0,0,0,0,0,0,3,1,4,7,1,8
4o6kup,0,0,0,1,0,1,5,1,6,1,1,2
4obfoz,0,0,0,1,0,1,2,1,3,1,1,2
4ogne4,1,0,1,0,0,0,3,1,4,2,1,3
4otg1e,0,0,0,0,0,0,2,1,3,13,1,14
4p4iho,0,0,0,1,0,1,7,1,8,9,1,10
4peve3,0,0,0,1,0,1,4,1,5,3,1,4
4pxvpd,0,0,0,0,0,0,7,1,8,5,1,6
4pzom8,1,0,1,0,0,0,1,1,2,1,1,2
4q08od,0,0,0,0,0,0,5,1,6,6,1,7
4qb639,0,0,0,0,0,0,7,1,8,3,1,4
4qq1ef,0,0,0,0,0,0,1,1,2,1,1,2
4qwtut,0,0,0,0,0,0,1,1,2,4,1,5
4r5bcc,0,0,0,1,0,1,4,1,5,1,1,2
4rkk01,0,0,0,1,0,1,8,1,9,1,1,2
4ro9v8,0,0,0,0,0,0,8,1,9,11,1,12
4s0cjg,0,0,0,2,1,3,13,1,14,1,1,2
4s3upv,0,0,0,1,0,1,5,1,6,1,3,4
4s7dl5,0,0,0,0,0,0,4,1,5,3,1,4
4s8lbf,0,0,0,0,0,0,8,1,9,1,1,2
4sb0et,1,0,1,1,0,1,2,1,3,11,1,12
4sb9a5,0,0,0,0,0,0,1,1,2,1,1,2
4sbhjd,0,0,0,0,0,0,4,1,5,5,1,6
4sld5i,0,0,0,0,0,0,3,1,4,6,1,7
4srgu4,0,0,0,0,0,0,1,1,2,1,1,2
4t2ng0,0,0,0,0,0,0,2,1,3,2,1,3
4t5kus,0,0,0,1,0,1,9,1,10,11,1,12
4t89u0,0,0,0,0,0,0,3,1,4,4,1,5
4tal6r,0,0,0,2,0,2,2,1,3,1,1,2
4tf1f7,0,0,0,0,0,0,9,1,10,5,1,6
4thoac,0,0,0,1,0,1,2,1,3,2,1,3
4tkq32,0,0,0,0,2,2,12,1,13,4,1,5
4tsaiz,0,0,0,0,0,0,1,1,2,1,1,2
4tsj97,0,0,0,0,0,0,1,1,2,2,1,3
4u27w6,0,0,0,0,0,0,4,1,5,2,1,3
4ua3yp,0,0,0,1,0,1,1,1,2,1,1,2
4uomx1,0,0,0,2,0,2,2,1,3,2,1,3
4v2v5z,0,0,0,0,0,0,1,1,2,9,1,10
4va9p8,0,0,0,0,0,0,17,1,18,8,3,11
4vak8y,0,0,0,1,0,1,1,1,2,3,1,4
4vj02i,0,0,0,1,0,1,3,1,4,1,1,2
4vnrkj,0,0,0,0,0,0,3,1,4,6,1,7
4vqeq0,0,0,0,1,0,1,1,1,2,1,1,2
4vtes6,0,0,0,0,0,0,1,1,2,4,1,5
4vz9cr,0,0,0,1,0,1,3,1,4,4,1,5
4wom8e,0,0,0,0,0,0,7,1,8,3,1,4
4wwtoa,0,0,0,2,0,2,3,1,4,1,1,2
4wzirj,0,0,0,2,0,2,1,1,2,2,1,3
4x2ppw,1,0,1,0,0,0,1,1,2,3,1,4
4x8b2i,0,0,0,1,1,2,17,1,18,1,1,2
4x9e53,0,0,0,0,0,0,2,1,3,5,1,6
4xlliw,0,0,0,0,0,0,3,1,4,4,1,5
4xuefn,0,0,0,2,0,2,5,1,6,2,1,3
4y2dz6,1,0,1,0,0,0,4,1,5,2,1,3
4y4aj8,0,0,0,0,0,0,2,1,3,1,1,2
4y6ft5,0,0,0,1,0,1,2,1,3,5,1,6
4yat71,0,0,0,0,1,1,4,3,7,9,3,12
4ykjuq,0,0,0,0,0,0,2,1,3,2,1,3
4yqpve,0,0,0,0,0,0,1,1,2,4,1,5
4yy1oj,0,0,0,0,0,0,1,2,3,3,1,4
4z5m22,0,0,0,0,0,0,2,1,3,6,1,7
4z5ma9,0,0,0,0,0,0,10,1,11,6,4,10
4zcpjp,0,0,0,0,0,0,15,1,16,5,1,6
504mak,0,0,0,0,0,0,2,1,3,1,1,2
506xkr,0,0,0,0,0,0,5,1,6,4,1,5
50r13z,0,0,0,0,0,0,1,1,2,1,1,2
50r36q,0,0,0,0,0,0,2,1,3,1,1,2
51bnxz,0,0,0,0,0,0,1,1,2,1,1,2
51brwq,0,0,0,0,0,0,5,1,6,10,1,11
51copk,0,0,0,2,0,2,1,1,2,1,1,2
51l6qk,0,0,0,3,0,3,2,1,3,3,1,4
51te5l,0,0,0,1,0,1,4,1,5,1,1,2
51vpi9,0,0,0,1,0,1,5,1,6,4,1,5
52clbc,0,0,0,0,0,0,1,1,2,4,1,5
5334iv,0,0,0,0,0,0,3,1,4,1,1,2
536vmv,0,0,0,2,0,2,6,1,7,5,2,7
53bojj,0,0,0,1,0,1,5,1,6,1,1,2
53kisw,0,0,0,0,0,0,1,1,2,2,1,3
53t6el,0,0,0,0,0,0,3,1,4,2,1,3
541ow2,0,0,0,2,0,2,2,1,3,1,1,2
5437u3,0,0,0,0,1,1,1,1,2,5,1,6
544b6y,0,0,0,0,0,0,1,1,2,2,1,3
547xk0,0,0,0,0,0,0,2,1,3,4,1,5
54h0b5,0,0,0,2,0,2,7,1,8,1,1,2
54z2gr,0,0,0,1,0,1,7,1,8,1,1,2
558wib,0,0,0,0,0,0,1,1,2,13,1,14
55uxwc,0,0,0,0,0,0,1,1,2,4,1,5
562151,0,0,0,1,0,1,6,1,7,1,1,2
56k52f,0,0,0,2,0,2,2,1,3,2,1,3
56q5sn,0,0,0,0,0,0,3,1,4,15,1,16
571gwq,0,0,0,2,0,2,2,1,3,2,1,3
57b81e,0,0,0,1,0,1,6,1,7,2,2,4
57cn44,0,0,0,0,0,0,4,1,5,3,1,4
57glud,0,0,0,0,0,0,2,1,3,7,1,8
57nut7,0,0,0,0,0,0,3,1,4,1,1,2
57seun,0,0,0,0,0,0,2,1,3,7,1,8
58574w,1,0,1,0,0,0,1,1,2,1,1,2
586064,0,0,0,0,0,0,1,1,2,1,1,2
588nhf,0,0,0,0,0,0,4,1,5,1,1,2
58cp0i,0,0,0,0,0,0,12,1,13,1,1,2
58hs2x,0,0,0,0,0,0,1,1,2,5,1,6
58shma,0,0,0,0,0,0,1,1,2,2,1,3
592hyh,0,0,0,0,0,0,1,1,2,1,1,2
59jg61,0,0,0,0,0,0,1,1,2,2,1,3
59qrgv,0,0,0,3,0,3,4,1,5,2,1,3
59wii7,0,0,0,0,0,0,1,1,2,3,1,4
5a7mz8,0,0,0,0,0,0,5,1,6,5,1,6
5am3fx,0,0,0,0,0,0,1,1,2,1,1,2
5b1nkr,0,0,0,0,0,0,3,1,4,3,1,4
5b1quf,1,0,1,1,0,1,1,1,2,5,1,6
5b483u,0,0,0,0,0,0,1,1,2,1,1,2
5b5jzl,0,0,0,0,0,0,1,1,2,2,1,3
5bhfc5,0,0,0,0,0,0,5,1,6,9,1,10
5bn7u0,0,0,0,0,0,0,1,1,2,4,1,5
5bwac5,0,0,0,0,1,1,2,1,3,2,1,3
5c1dp2,0,0,0,0,0,0,4,1,5,6,1,7
5ciw72,0,0,0,1,0,1,6,1,7,8,1,9
5ckyug,0,0,0,0,0,0,1,1,2,4,1,5
5cpz0k,0,0,0,1,0,1,1,1,2,1,1,2
5egzb4,0,0,0,1,0,1,1,1,2,10,1,11
5eqavm,0,0,0,1,0,1,2,1,3,2,1,3
5esp73,0,0,0,0,0,0,6,1,7,7,1,8
5evio5,0,0,0,0,0,0,2,1,3,3,2,5
5f0tug,0,0,0,1,0,1,4,1,5,13,3,16
5f3fwg,3,0,3,0,0,0,15,1,16,17,1,18
5g3rvc,0,0,0,0,0,0,1,1,2,1,1,2
5g6viv,0,0,0,0,0,0,2,1,3,4,1,5
5g7m1z,0,0,0,0,0,0,3,1,4,3,1,4
5gb8uw,0,0,0,0,0,0,1,1,2,4,3,7
5gchx2,0,0,0,1,0,1,1,1,2,10,1,11
5gewuy,0,0,0,0,0,0,2,1,3,4,1,5
5gfacz,0,0,0,0,0,0,1,1,2,11,1,12
5giohb,0,0,0,0,0,0,11,1,12,2,1,3
5h4x1t,0,0,0,0,0,0,4,1,5,2,4,6
5h7vgu,0,0,0,0,0,0,2,1,3,3,1,4
5hksha,0,0,0,0,0,0,4,1,5,1,1,2
5hojpj,0,0,0,0,0,0,9,1,10,4,1,5
5hwsiu,0,0,0,0,0,0,3,1,4,4,1,5
5i9yhf,0,0,0,0,0,0,5,1,6,2,1,3
5icy8k,0,0,0,0,0,0,4,1,5,2,1,3
5igiwk,0,0,0,0,0,0,1,1,2,3,1,4
5iiult,0,0,0,0,0,0,1,1,2,3,1,4
5ixah2,0,0,0,2,1,3,5,1,6,2,1,3
5j5k0p,0,0,0,1,0,1,2,1,3,1,1,2
5j76vd,0,0,0,0,0,0,1,1,2,3,1,4
5jfhfk,0,0,0,2,0,2,6,1,7,1,1,2
5k2s6o,0,0,0,1,0,1,2,1,3,1,1,2
5k4mde,0,0,0,1,0,1,2,1,3,3,1,4
5k6p4r,2,0,2,3,0,3,2,1,3,3,1,4
5kd3l7,0,0,0,0,0,0,2,1,3,4,1,5
5ky2qj,0,0,0,1,0,1,1,1,2,1,1,2
5l9oqw,0,0,0,0,0,0,5,1,6,5,1,6
5lc7q8,0,0,0,1,0,1,6,1,7,6,1,7
5lffr4,0,0,0,0,2,2,1,1,2,4,1,5
5lhfkv,0,0,0,0,0,0,3,1,4,3,1,4
5li94w,0,0,0,0,0,0,2,1,3,1,1,2
5liweb,0,0,0,1,0,1,2,1,3,1,1,2
5lot8n,0,0,0,0,0,0,5,1,6,2,1,3
5lrb3w,0,0,0,0,0,0,6,1,7,1,1,2
5lrnix,0,0,0,0,0,0,1,1,2,2,1,3
5m0q1z,0,0,0,0,0,0,1,1,2,2,1,3
5mcvvb,0,0,0,0,0,0,1,1,2,1,1,2
5moozf,0,0,0,1,0,1,3,1,4,6,1,7
5n20of,0,0,0,0,0,0,2,1,3,2,1,3
5n3dgq,0,0,0,0,0,0,3,1,4,3,3,6
5n7bbk,0,0,0,1,0,1,1,1,2,1,1,2
5n7mw3,1,0,1,0,0,0,7,1,8,1,1,2
5ng8qj,0,0,0,0,0,0,4,1,5,2,1,3
5ngate,0,0,0,1,0,1,6,1,7,3,1,4
5nj827,0,0,0,1,0,1,2,1,3,5,1,6
5nmct8,0,0,0,2,0,2,1,1,2,4,1,5
5o0fkz,0,0,0,0,0,0,11,1,12,1,1,2
5o0t8u,0,0,0,1,0,1,4,1,5,1,1,2
5ocuax,0,0,0,2,0,2,3,1,4,12,1,13
5oe23e,0,0,0,2,0,2,1,1,2,1,1,2
5opekg,0,0,0,1,0,1,5,1,6,4,1,5
5ou0t7,0,0,0,0,1,1,2,1,3,5,1,6
5oyf0i,0,0,0,1,0,1,1,1,2,8,1,9
5p1fcn,0,0,0,0,0,0,10,1,11,1,1,2
5p7jq4,0,0,0,0,0,0,2,1,3,1,1,2
5pfbym,0,0,0,0,0,0,3,1,4,3,1,4
5pflfn,0,0,0,0,0,0,6,1,7,7,1,8
5pg8ot,0,0,0,0,0,0,1,1,2,1,1,2
5pnbot,0,0,0,0,0,0,4,1,5,2,1,3
5qj9j2,0,0,0,0,0,0,3,1,4,1,1,2
5qjow7,0,0,0,0,1,1,2,1,3,1,1,2
5qohtc,0,0,0,1,0,1,3,1,4,1,1,2
5r0kft,0,0,0,0,0,0,1,1,2,3,1,4
5r20pd,0,0,0,0,0,0,3,1,4,2,1,3
5r2xtw,0,0,0,0,0,0,5,1,6,1,1,2
5r4pix,0,0,0,0,0,0,1,1,2,1,1,2
5r8dhq,0,0,0,0,0,0,6,1,7,7,1,8
5rweqx,0,0,0,1,0,1,1,1,2,2,1,3
5rx13x,0,0,0,0,0,0,1,1,2,1,1,2
5s1ulx,0,0,0,0,0,0,1,1,2,2,1,3
5s7kkh,0,0,0,0,0,0,2,1,3,3,1,4
5shhrs,0,0,0,0,0,0,1,1,2,4,1,5
5si0dn,0,0,0,1,0,1,1,1,2,1,1,2
5t3eiq,0,0,0,0,0,0,1,1,2,4,1,5
5t60zg,0,0,0,1,0,1,8,1,9,4,1,5
5t8lm4,0,0,0,0,0,0,2,1,3,1,1,2
5tdimf,0,0,0,0,0,0,5,1,6,4,1,5
5tefrq,0,0,0,0,0,0,1,1,2,3,1,4
5tkn4l,0,0,0,0,0,0,1,1,2,1,1,2
5u09pt,0,0,0,0,1,1,1,1,2,2,1,3
5ugx2g,0,0,0,2,0,2,3,1,4,3,1,4
5ujjn9,0,0,0,2,0,2,1,1,2,5,1,6
5up78c,0,0,0,0,0,0,2,1,3,7,1,8
5uqbu7,0,0,0,0,0,0,6,1,7,3,1,4
5urr0b,0,0,0,1,0,1,3,1,4,4,1,5
5ut6ci,0,0,0,4,0,4,1,1,2,1,1,2
5ute9k,0,0,0,0,0,0,5,1,6,3,1,4
5uugfb,0,0,0,0,0,0,5,1,6,1,1,2
5uw8su,0,0,0,0,0,0,2,1,3,3,1,4
5uz6i3,0,0,0,0,0,0,1,1,2,1,1,2
5v38hx,0,0,0,0,0,0,5,1,6,5,1,6
5v9nrl,0,0,0,1,0,1,5,1,6,2,1,3
5viby0,0,0,0,0,0,0,4,1,5,5,1,6
5vp6dp,0,0,0,0,0,0,1,1,2,1,1,2
5vvz8z,0,0,0,0,0,0,6,1,7,3,1,4
5w9o52,0,0,0,1,0,1,13,1,14,1,1,2
5x2did,0,0,0,3,0,3,4,1,5,2,1,3
5x3g59,0,0,0,0,0,0,2,1,3,3,1,4
5x4z4u,0,0,0,1,1,2,3,1,4,4,1,5
5x7kym,0,0,0,0,0,0,2,1,3,1,1,2
5xpmwf,0,0,0,1,0,1,9,1,10,4,1,5
5xqkk8,0,0,0,0,0,0,5,1,6,1,1,2
5y8x5p,0,0,0,0,0,0,1,1,2,3,1,4
5y950s,0,0,0,0,0,0,5,1,6,1,1,2
5yop17,0,0,0,2,0,2,20,3,23,1,1,2
5yr6xf,0,0,0,0,0,0,2,1,3,11,1,12
5yyaqo,0,0,0,1,0,1,3,1,4,2,1,3
5yz8is,0,0,0,1,1,2,2,1,3,4,1,5
5zcgey,0,0,0,0,0,0,2,1,3,2,1,3
5zd25b,0,0,0,0,0,0,2,1,3,3,1,4
5zjeho,0,0,0,0,0,0,4,1,5,7,1,8
5zo7g7,0,0,0,0,0,0,2,1,3,1,1,2
604m76,0,0,0,0,0,0,3,1,4,3,1,4
60t6ka,1,0,1,0,0,0,1,1,2,1,1,2
60u4ks,0,0,0,1,0,1,3,1,4,1,1,2
611wmu,0,0,0,0,0,0,1,1,2,4,1,5
61ddms,2,0,2,0,0,0,2,1,3,2,1,3
61hc4d,0,0,0,1,0,1,3,1,4,3,1,4
61hrdm,0,0,0,3,0,3,1,1,2,1,3,4
61o3ro,0,0,0,1,0,1,3,1,4,2,1,3
61qdwp,0,0,0,0,0,0,1,1,2,1,1,2
61rrgw,0,0,0,0,0,0,2,1,3,3,1,4
61sx89,0,0,0,0,0,0,1,1,2,2,1,3
61v7mp,0,0,0,0,0,0,2,1,3,3,2,5
61wh91,0,0,0,0,0,0,2,1,3,3,1,4
620j0f,0,0,0,0,0,0,14,1,15,1,1,2
620s37,0,0,0,1,0,1,4,1,5,2,1,3
62ax05,0,0,0,0,0,0,1,1,2,3,1,4
62edw6,0,0,0,0,0,0,2,1,3,1,1,2
62mpft,0,0,0,2,0,2,6,1,7,1,1,2
62yk1k,0,0,0,1,0,1,4,4,8,3,1,4
63a5d3,0,0,0,1,0,1,1,1,2,6,1,7
63a67z,0,0,0,0,0,0,2,1,3,3,1,4
63iaaz,0,0,0,0,0,0,1,1,2,1,1,2
63mpcd,0,0,0,1,0,1,3,1,4,1,1,2
63wd61,0,1,1,2,0,2,1,1,2,5,1,6
64e333,0,0,0,1,0,1,2,1,3,4,1,5
64eewb,0,0,0,2,0,2,3,1,4,1,1,2
64egtu,0,0,0,0,0,0,4,1,5,4,1,5
64yude,0,0,0,0,0,0,6,1,7,1,1,2
651iuj,0,0,0,0,0,0,7,1,8,1,1,2
65ks0o,0,0,0,0,0,0,1,1,2,4,1,5
65ngpz,0,0,0,0,0,0,2,1,3,2,1,3
65qos3,0,0,0,0,0,0,3,1,4,4,1,5
65u25o,0,0,0,0,0,0,48,1,49,1,1,2
6672n7,0,0,0,0,0,0,3,1,4,1,1,2
66irxf,0,0,0,0,0,0,9,1,10,1,1,2
66rge2,0,0,0,2,0,2,6,2,8,1,7,8
670yjv,0,0,0,0,0,0,3,1,4,3,1,4
6726sv,0,0,0,0,0,0,20,1,21,5,1,6
67386v,0,0,0,1,0,1,1,1,2,1,1,2
6763xv,0,0,0,0,0,0,1,1,2,2,1,3
678sbh,0,0,0,0,0,0,1,1,2,2,1,3
67b2an,0,0,0,2,0,2,3,1,4,2,1,3
67bs7h,0,0,0,0,0,0,4,1,5,6,1,7
67camn,0,0,0,0,1,1,1,1,2,2,1,3
67hzco,0,0,0,1,0,1,1,1,2,1,1,2
67jil9,0,1,1,2,0,2,2,1,3,2,1,3
67lb1x,0,0,0,0,0,0,6,1,7,2,1,3
67m4ui,0,0,0,1,0,1,2,1,3,3,1,4
67xcm0,0,0,0,1,0,1,2,1,3,1,1,2
685ayy,1,0,1,0,0,0,1,1,2,6,1,7
687vl2,0,0,0,0,0,0,8,1,9,1,1,2
6887be,0,0,0,1,0,1,8,1,9,2,1,3
68fu93,0,0,0,1,0,1,2,1,3,2,1,3
68h55y,0,0,0,0,0,0,1,1,2,1,1,2
68n8lc,0,0,0,2,0,2,7,1,8,2,7,9
68sg3a,0,0,0,0,0,0,3,1,4,2,1,3
696t6q,0,0,0,0,0,0,3,1,4,3,1,4
696ybx,0,0,0,2,0,2,2,1,3,1,1,2
69a8pm,0,0,0,0,0,0,2,1,3,3,1,4
69dzoh,0,0,0,0,0,0,7,2,9,1,3,4
69r3ti,0,0,0,0,1,1,2,1,3,1,1,2
69ru8z,0,0,0,0,0,0,7,1,8,2,1,3
69x4ks,0,0,0,0,0,0,1,1,2,1,1,2
6a3vpz,0,0,0,0,0,0,3,1,4,1,1,2
6a45ma,0,0,0,0,0,0,3,1,4,1,1,2
6aabqi,0,0,0,1,0,1,3,1,4,1,1,2
6aam1g,0,0,0,0,0,0,2,1,3,1,1,2
6awsnu,0,0,0,0,0,0,7,1,8,1,1,2
6b3k3k,0,0,0,2,0,2,5,5,10,1,1,2
6b6pnr,0,0,0,0,0,0,1,1,2,1,1,2
6bcxgg,1,0,1,1,0,1,1,1,2,5,1,6
6bhihv,0,0,0,1,0,1,9,1,10,3,1,4
6bhn5f,0,0,0,0,0,0,5,3,8,3,1,4
6c2xyp,0,0,0,1,0,1,7,1,8,3,1,4
6cdkuw,0,0,0,0,0,0,1,1,2,1,1,2
6cjeoj,0,0,0,0,0,0,1,1,2,8,1,9
6cos1x,0,0,0,0,0,0,2,1,3,1,1,2
6d1wbr,0,0,0,0,0,0,5,1,6,6,1,7
6d6rgp,0,0,0,0,0,0,5,1,6,3,1,4
6d8hf9,0,0,0,0,0,0,2,1,3,1,1,2
6d98h9,0,0,0,0,0,0,1,1,2,1,1,2
6d9i95,0,0,0,0,0,0,8,1,9,2,1,3
6dqnj2,0,0,0,0,0,0,1,1,2,5,1,6
6dr83h,0,0,0,0,0,0,10,1,11,1,1,2
6dsy6u,0,0,0,1,0,1,4,1,5,1,1,2
6dxk2h,0,0,0,2,0,2,2,1,3,4,1,5
6e9foj,0,0,0,0,0,0,18,1,19,4,1,5
6ec8a3,0,0,0,2,0,2,1,1,2,1,1,2
6eef22,0,0,0,1,0,1,2,1,3,1,1,2
6ego34,0,0,0,1,0,1,1,1,2,1,1,2
6f0kmd,0,0,0,1,0,1,3,1,4,1,1,2
6f0ljc,0,0,0,0,0,0,4,1,5,16,1,17
6f0mbl,0,0,0,0,0,0,6,1,7,4,1,5
6f1qcn,0,0,0,1,0,1,1,1,2,1,2,3
6f49ni,0,0,0,0,0,0,6,1,7,4,1,5
6fet8g,0,0,0,1,0,1,2,1,3,5,1,6
6fpgpv,0,0,0,1,0,1,2,1,3,1,1,2
6fqt3k,0,0,0,1,0,1,18,1,19,10,1,11
6fwi1f,0,0,0,1,0,1,6,1,7,1,1,2
6gjc9z,0,0,0,1,0,1,1,1,2,1,1,2
6h6amn,0,0,0,0,0,0,5,1,6,8,1,9
6he3c3,0,0,0,1,0,1,4,1,5,2,1,3
6het1f,0,0,0,0,0,0,1,1,2,1,1,2
6hjzsy,0,0,0,0,0,0,7,1,8,2,1,3
6hnvhk,0,0,0,0,0,0,3,1,4,10,1,11
6hr42h,0,0,0,0,0,0,3,1,4,3,1,4
6hrlxz,0,0,0,1,0,1,2,1,3,9,1,10
6htpc3,0,2,2,0,0,0,5,1,6,1,1,2
6i08fh,0,0,0,0,0,0,1,1,2,1,1,2
6i0uys,0,0,0,0,0,0,3,1,4,3,1,4
6i8ncu,0,0,0,2,0,2,5,1,6,4,1,5
6iawjc,0,0,0,0,0,0,3,1,4,1,1,2
6iedp7,0,0,0,1,0,1,17,3,20,6,1,7
6iha8a,0,0,0,0,0,0,1,1,2,1,1,2
6ii30j,0,0,0,1,0,1,8,1,9,6,1,7
6il2ts,0,0,0,0,0,0,5,1,6,6,1,7
6im53i,0,0,0,4,0,4,1,1,2,1,1,2
6iv38b,1,0,1,0,0,0,1,1,2,2,1,3
6iv8pj,0,0,0,2,0,2,6,1,7,2,1,3
6j3wq5,0,0,0,1,0,1,1,1,2,1,1,2
6j71ui,0,0,0,0,0,0,2,1,3,4,1,5
6jbo0z,0,0,0,0,0,0,32,1,33,1,1,2
6jkhj0,0,0,0,0,1,1,7,1,8,5,1,6
6jnhoe,0,0,0,1,0,1,4,1,5,1,1,2
6joyry,0,0,0,0,0,0,5,1,6,4,1,5
6jrqs4,0,0,0,0,0,0,2,1,3,1,1,2
6jvnsw,0,0,0,0,0,0,6,1,7,1,1,2
6k1nho,0,0,0,1,1,2,3,3,6,1,11,12
6k9rid,0,0,0,0,0,0,5,1,6,3,1,4
6kapt6,1,0,1,0,0,0,2,1,3,1,1,2
6ke3qz,0,0,0,1,0,1,13,1,14,1,1,2
6kfgg0,0,0,0,0,0,0,4,1,5,2,1,3
6kgun0,0,0,0,0,0,0,3,1,4,2,1,3
6klx1i,0,0,0,0,0,0,4,1,5,1,1,2
6ksucc,0,0,0,0,1,1,1,1,2,2,1,3
6kub28,0,0,0,0,0,0,6,1,7,6,1,7
6l4mfi,0,0,0,0,0,0,3,1,4,3,1,4
6l5d0v,0,0,0,1,0,1,1,1,2,1,1,2
6l7gdc,0,0,0,0,0,0,3,1,4,2,1,3
6ld724,0,0,0,0,0,0,3,1,4,1,1,2
6lup11,0,0,0,0,0,0,1,1,2,1,1,2
6m2vhy,0,0,0,0,0,0,1,1,2,4,1,5
6m3zd1,0,0,0,0,0,0,2,1,3,2,1,3
6m4eid,0,0,0,0,0,0,2,8,10,1,1,2
6m5rgw,0,0,0,0,0,0,2,1,3,6,1,7
6m9g62,0,0,0,1,0,1,1,1,2,1,1,2
6mfzvg,0,0,0,0,0,0,3,1,4,1,1,2
6mk3bn,0,0,0,0,0,0,6,1,7,2,1,3
6mp1y6,0,0,0,0,0,0,4,1,5,1,1,2
6mpudd,0,0,0,0,0,0,2,1,3,3,1,4
6mrmbc,0,0,0,3,0,3,3,1,4,4,1,5
6myh47,0,0,0,0,0,0,1,1,2,1,1,2
6n2j5i,0,0,0,0,0,0,3,1,4,6,1,7
6n6szj,0,0,0,2,0,2,1,1,2,2,1,3
6nhsgl,0,0,0,0,0,0,2,1,3,2,1,3
6nu7az,0,0,0,0,0,0,2,1,3,1,1,2
6o9gpg,0,0,0,0,0,0,1,1,2,4,1,5
6o9mw4,0,0,0,0,0,0,1,1,2,5,1,6
6os9ab,0,0,0,0,0,0,1,2,3,2,1,3
6otiiv,0,0,0,0,0,0,2,1,3,1,1,2
6ow26j,0,0,0,3,0,3,7,1,8,3,1,4
6oww5a,0,0,0,0,0,0,4,1,5,2,1,3
6p9pym,0,0,0,0,0,0,4,1,5,3,1,4
6paf21,0,0,0,0,0,0,2,1,3,3,1,4
6pcwhc,0,0,0,0,0,0,1,1,2,2,1,3
6pdius,0,0,0,1,0,1,1,1,2,1,1,2
6pw8hw,0,0,0,0,0,0,10,1,11,5,1,6
6qb16d,0,0,0,0,1,1,1,1,2,4,1,5
6qf4or,0,0,0,0,0,0,9,1,10,5,1,6
6qfkk3,0,0,0,1,0,1,4,1,5,6,1,7
6qigw4,0,0,0,0,0,0,2,1,3,2,1,3
6qjb3w,0,0,0,0,0,0,3,1,4,5,1,6
6qm2mz,0,0,0,0,0,0,4,1,5,8,1,9
6qm82p,0,0,0,1,0,1,2,1,3,1,1,2
k3hdk,0,0,0,0,0,0,1,1,2,3,1,4
k4kuv,0,0,0,0,0,0,2,1,3,1,1,2
khhwb,1,0,1,0,0,0,4,1,5,5,1,6
kjzsb,0,0,0,0,0,0,5,1,6,3,1,4
kmi03,0,0,0,0,0,0,4,1,5,3,1,4
kn2w2,0,0,0,0,0,0,2,1,3,1,1,2
koqgd,0,0,0,2,3,5,5,1,6,4,1,5
lg5us,0,0,0,0,0,0,2,1,3,1,1,2
lmn22,0,0,0,0,0,0,10,1,11,3,1,4
lnjqc,0,0,0,0,0,0,2,1,3,3,1,4
lr6cs,0,0,0,0,0,0,2,1,3,2,1,3
m1dsx,0,0,0,0,0,0,2,1,3,8,1,9
m1qkf,0,0,0,1,0,1,2,1,3,2,1,3
m2uws,0,0,0,0,1,1,5,1,6,1,1,2
m3n2r,0,0,0,0,0,0,3,1,4,2,3,5
m88wk,0,0,0,0,0,0,1,1,2,1,1,2
mcm4h,0,0,0,0,0,0,1,1,2,5,2,7
