ID,# pos actors,# neg actors,# actors,# pos genres,# neg_genres,# genres,# pos movies,# neg movies,# movies,# pos keywords,# neg keywords,# keywords
2f4i4d,0,0,0,0,0,0,3,1,4,2,1,3
2f5tbg,0,0,0,0,0,0,2,1,3,9,1,10
2f9871,0,0,0,0,0,0,3,1,4,2,2,4
2fcjrt,0,0,0,0,0,0,2,1,3,3,1,4
2fejj0,0,0,0,0,0,0,2,1,3,8,1,9
2fho50,0,0,0,0,0,0,7,1,8,2,1,3
2fi1yu,0,0,0,0,0,0,10,1,11,1,1,2
2flxj3,0,0,0,0,0,0,2,1,3,3,1,4
2fmzci,0,0,0,0,0,0,3,1,4,4,8,12
2fowaw,0,0,0,1,0,1,1,1,2,1,1,2
2frx2b,0,0,0,0,0,0,3,1,4,2,1,3
2g497n,0,0,0,0,0,0,1,1,2,1,1,2
2g9knv,0,0,0,0,0,0,6,1,7,4,1,5
2gbbg9,0,0,0,0,0,0,2,1,3,2,1,3
2ggfp1,0,0,0,0,0,0,2,1,3,2,1,3
2ghv96,0,0,0,0,0,0,8,1,9,1,1,2
2glc49,0,0,0,0,0,0,5,1,6,5,1,6
2gnv2i,0,0,0,0,0,0,1,1,2,1,1,2
2gpmkc,0,0,0,0,0,0,2,1,3,4,1,5
2grqqm,0,0,0,0,0,0,1,1,2,3,1,4
2h0hov,0,0,0,2,0,2,2,1,3,1,1,2
2h0tdc,0,0,0,0,0,0,4,1,5,1,1,2
2h3fti,0,0,0,1,0,1,11,1,12,4,1,5
2ha9wl,0,0,0,0,0,0,5,1,6,3,1,4
2heed0,2,0,2,0,0,0,12,1,13,7,3,10
2hlunx,0,0,0,0,0,0,7,1,8,2,1,3
2hmrzi,0,0,0,0,0,0,4,1,5,1,1,2
2hotv5,0,0,0,0,0,0,1,1,2,8,1,9
2hq5px,0,0,0,1,0,1,1,1,2,1,1,2
2htddk,0,0,0,2,0,2,7,1,8,2,1,3
2hvsgd,0,0,0,0,0,0,4,3,7,13,1,14
2hvz76,0,0,0,2,0,2,7,1,8,2,1,3
2i12xn,1,0,1,0,0,0,3,1,4,1,1,2
2i184d,0,0,0,1,0,1,2,1,3,2,1,3
2i5cjf,0,0,0,0,0,0,1,1,2,1,1,2
2iasz3,0,0,0,0,0,0,2,1,3,1,3,4
2ib42m,0,0,0,0,0,0,10,1,11,14,1,15
2icdng,0,0,0,2,0,2,4,1,5,1,1,2
2iflg6,0,0,0,0,0,0,3,1,4,13,1,14
2ijg9h,0,0,0,1,0,1,6,1,7,1,1,2
2iq6t2,0,0,0,0,0,0,1,1,2,1,1,2
2iskyy,0,0,0,0,0,0,1,1,2,2,1,3
2iz92q,0,0,0,0,0,0,2,2,4,1,1,2
2izdkb,0,0,0,1,1,2,1,1,2,1,1,2
2j1xq7,0,0,0,1,0,1,2,2,4,3,1,4
2j6ii9,0,0,0,0,0,0,4,1,5,3,1,4
2j83cl,0,0,0,0,0,0,10,1,11,1,1,2
2jburk,0,0,0,0,0,0,3,1,4,2,1,3
2jhcwx,0,1,1,1,0,1,1,1,2,1,2,3
2jmik1,0,0,0,1,0,1,1,1,2,1,1,2
2jmm19,0,0,0,1,0,1,3,1,4,2,1,3
2jn07y,0,0,0,0,0,0,1,1,2,2,1,3
2jrtrp,0,0,0,0,0,0,3,1,4,5,1,6
2jzphq,0,0,0,0,0,0,3,1,4,12,1,13
2kcavt,0,0,0,1,0,1,6,1,7,1,1,2
2kltjk,0,0,0,1,0,1,8,1,9,1,1,2
2kt4sd,0,0,0,0,0,0,1,1,2,3,1,4
2kulyf,0,0,0,0,0,0,12,1,13,3,1,4
2l13kr,0,0,0,0,0,0,2,1,3,4,1,5
2l3za7,0,0,0,0,0,0,4,1,5,1,1,2
2l8y6h,0,0,0,0,0,0,12,1,13,9,3,12
2lae6w,0,0,0,0,0,0,1,1,2,2,1,3
2ld54c,0,0,0,1,4,5,2,1,3,1,1,2
2lejon,0,0,0,1,0,1,10,1,11,3,1,4
2lgv9e,0,0,0,0,0,0,1,1,2,9,1,10
2lh2xe,0,0,0,0,0,0,1,1,2,1,1,2
2lqeo6,0,0,0,0,0,0,7,1,8,1,1,2
2m3el8,0,0,0,0,0,0,2,1,3,3,1,4
2m40z5,0,0,0,0,0,0,3,1,4,1,1,2
2m4kvh,0,0,0,1,0,1,3,1,4,1,1,2
2m67sj,0,0,0,0,0,0,1,1,2,4,1,5
2m6vp6,0,0,0,0,0,0,1,1,2,4,1,5
2mdeuo,0,0,0,0,0,0,1,1,2,2,1,3
2mo77b,0,0,0,1,0,1,5,1,6,3,1,4
2mqn8t,0,0,0,0,0,0,2,1,3,6,1,7
2n27ym,0,0,0,2,0,2,2,1,3,2,1,3
2n2h6i,0,0,0,0,0,0,2,1,3,6,1,7
2n2xq1,0,0,0,3,0,3,6,1,7,2,1,3
2n7rol,0,0,0,0,0,0,1,1,2,1,1,2
2nihrh,0,0,0,0,0,0,2,1,3,2,1,3
2nmgmq,0,0,0,0,0,0,1,1,2,2,1,3
2nmng9,0,0,0,0,0,0,4,1,5,1,1,2
2noi9r,0,0,0,0,0,0,2,1,3,4,4,8
2nrenz,0,0,0,0,0,0,9,1,10,2,1,3
2o34ld,0,0,0,1,0,1,6,1,7,7,1,8
2o5gl9,0,0,0,0,0,0,2,1,3,5,1,6
2o7ci5,0,0,0,0,0,0,2,1,3,3,1,4
2ocdgn,0,0,0,0,0,0,1,1,2,3,1,4
2of5d3,0,0,0,0,0,0,1,1,2,3,1,4
2omlnc,0,0,0,1,0,1,5,1,6,2,1,3
2oo3gz,0,0,0,0,0,0,1,1,2,3,1,4
2p5gys,0,0,0,0,0,0,1,1,2,4,1,5
2p5j1a,0,0,0,0,0,0,1,1,2,4,1,5
2p6qg6,0,0,0,1,0,1,9,1,10,3,1,4
2pb889,0,0,0,2,0,2,26,2,28,17,1,18
2pfbz6,0,0,0,2,0,2,3,1,4,1,1,2
2pfcm2,0,0,0,0,0,0,4,1,5,1,1,2
2po91q,0,0,0,1,0,1,1,1,2,3,1,4
2ppzfh,0,0,0,0,0,0,1,1,2,3,1,4
2ps6ww,0,0,0,1,0,1,9,1,10,3,1,4
2pyro7,0,0,0,1,0,1,2,1,3,1,1,2
2q70h0,0,0,0,0,0,0,5,1,6,2,1,3
2q8uw3,0,0,0,0,0,0,1,1,2,1,1,2
2q9wt5,0,0,0,1,0,1,2,1,3,4,4,8
2qd1qi,0,0,0,0,0,0,3,1,4,1,1,2
2qpgqk,0,0,0,0,0,0,4,1,5,3,1,4
2qsbh9,0,0,0,0,0,0,1,1,2,11,1,12
2qtzv0,0,0,0,1,0,1,3,1,4,2,1,3
2qv2p5,1,0,1,0,0,0,3,1,4,1,1,2
2r3p1t,0,0,0,1,0,1,5,1,6,1,1,2
2r7m4r,0,0,0,0,0,0,11,1,12,2,1,3
2r966u,0,0,0,0,0,0,2,1,3,4,1,5
2ra10y,0,0,0,0,0,0,7,1,8,3,2,5
2rdslg,0,0,0,0,0,0,3,1,4,3,1,4
2rg80l,0,0,0,0,0,0,4,1,5,5,1,6
2rgilb,0,0,0,0,0,0,2,1,3,3,1,4
2rk00h,0,0,0,1,0,1,1,1,2,1,1,2
2rltq9,0,0,0,1,0,1,2,1,3,4,1,5
2rpku4,0,0,0,0,0,0,3,1,4,6,1,7
2s0i71,0,0,0,0,0,0,1,1,2,6,1,7
2s7xsj,0,0,0,1,0,1,1,4,5,1,2,3
2sa3i0,0,0,0,0,0,0,1,1,2,4,1,5
2sgmgp,0,0,0,0,0,0,4,1,5,2,1,3
2shg64,0,0,0,0,0,0,1,1,2,1,1,2
2sov0b,0,0,0,1,1,2,3,1,4,1,1,2
2sskc3,0,0,0,1,0,1,2,1,3,3,1,4
2stfw9,0,0,0,0,0,0,2,1,3,3,1,4
2sw4jf,0,0,0,0,0,0,1,1,2,1,1,2
2t013a,0,0,0,1,0,1,25,1,26,6,1,7
2t3329,0,0,0,0,0,0,2,1,3,13,3,16
2tc6jd,0,0,0,0,0,0,1,1,2,1,1,2
2tkian,0,0,0,1,0,1,2,1,3,1,13,14
2tn244,0,0,0,0,0,0,1,1,2,1,1,2
2tnwyv,0,0,0,0,0,0,1,1,2,1,1,2
2tp9pb,0,0,0,0,0,0,1,1,2,1,1,2
2tqtk4,0,0,0,1,0,1,2,1,3,1,1,2
2tw94g,0,0,0,0,0,0,2,1,3,4,1,5
2u2dm2,0,0,0,0,0,0,1,1,2,1,1,2
2u49ys,0,0,0,1,0,1,2,1,3,1,1,2
2u6fxr,0,0,0,0,0,0,4,1,5,3,2,5
2ua6yg,0,0,0,0,0,0,6,1,7,3,1,4
2ui4uy,0,0,0,0,0,0,2,1,3,1,1,2
2ulp01,0,0,0,1,0,1,3,1,4,4,1,5
2um5jp,0,0,0,3,0,3,23,1,24,3,1,4
2v0lg7,0,0,0,0,0,0,3,1,4,1,1,2
2v2duo,0,0,0,0,0,0,8,1,9,3,1,4
2v68du,0,0,0,0,0,0,2,1,3,6,1,7
2vh8ei,0,0,0,1,1,2,1,1,2,2,1,3
2vkjra,0,0,0,0,0,0,2,1,3,1,1,2
2vkz5k,0,0,0,0,0,0,5,1,6,1,1,2
2vof78,0,0,0,1,0,1,4,1,5,1,1,2
2vpy0x,0,0,0,1,0,1,1,1,2,2,1,3
2vucw1,0,0,0,1,0,1,1,1,2,7,1,8
2vv024,0,0,0,1,0,1,10,4,14,2,1,3
2w0yzc,0,0,0,0,0,0,3,1,4,1,1,2
2w7rre,0,0,0,3,0,3,1,1,2,3,1,4
2wlny8,0,0,0,1,0,1,2,1,3,1,1,2
2wned1,0,0,0,2,0,2,2,1,3,1,2,3
2wnkv3,0,0,0,0,0,0,3,1,4,4,1,5
2wyxxa,0,0,0,0,0,0,1,1,2,1,1,2
2wzg55,0,0,0,0,0,0,1,1,2,4,1,5
2x6zix,0,0,0,0,0,0,6,1,7,1,2,3
2x8zkz,0,0,0,0,0,0,2,1,3,2,1,3
2xgfd8,0,0,0,0,0,0,1,1,2,7,1,8
2y4rm0,3,0,3,0,0,0,1,1,2,1,1,2
2y9z8w,0,0,0,0,2,2,4,1,5,2,1,3
2ywjz6,1,0,1,1,0,1,2,1,3,2,1,3
2yx793,0,0,0,2,0,2,4,1,5,1,1,2
2yxhd9,0,0,0,0,0,0,4,1,5,1,1,2
2yxjd6,0,0,0,1,0,1,4,1,5,3,1,4
2z1zoi,0,0,0,0,1,1,4,1,5,4,2,6
2z8nzm,0,0,0,0,0,0,10,1,11,4,1,5
2z9akg,0,0,0,2,0,2,1,1,2,7,1,8
2z9tjy,0,0,0,1,0,1,1,1,2,1,1,2
2zftk4,0,0,0,2,0,2,6,1,7,4,1,5
2zonjo,0,0,0,0,0,0,5,1,6,6,1,7
2zxnvm,0,0,0,1,0,1,2,2,4,5,1,6
30115v,0,0,0,2,0,2,3,1,4,1,1,2
30debi,1,0,1,0,0,0,1,1,2,1,1,2
30fr13,0,0,0,2,0,2,8,1,9,1,1,2
30oso2,0,0,0,1,0,1,3,1,4,4,1,5
30pkzm,1,0,1,0,0,0,1,1,2,6,1,7
30qj8o,0,0,0,0,0,0,2,1,3,1,1,2
30s1t6,0,0,0,5,0,5,3,1,4,17,2,19
30subv,0,0,0,0,0,0,2,1,3,1,1,2
30xvpw,0,0,0,3,0,3,3,1,4,1,1,2
30zczm,0,0,0,0,0,0,5,1,6,2,1,3
3123u7,0,0,0,0,0,0,1,1,2,1,1,2
317o1j,0,0,0,0,0,0,3,1,4,7,1,8
319y42,0,0,0,0,0,0,4,1,5,4,1,5
31bpnm,0,0,0,0,0,0,5,1,6,1,1,2
31d6pz,0,0,0,0,0,0,3,1,4,3,1,4
31h38g,0,0,0,0,0,0,4,1,5,5,6,11
31h5dl,0,0,0,1,0,1,3,1,4,1,1,2
31nuqg,0,0,0,1,0,1,1,1,2,1,1,2
31yyiq,0,0,0,1,0,1,5,1,6,2,1,3
32843y,0,0,0,0,0,0,4,1,5,5,1,6
32l1px,0,0,0,0,0,0,2,1,3,5,1,6
32nkdm,0,0,0,0,0,0,1,1,2,4,1,5
32yenp,0,0,0,0,0,0,9,1,10,1,1,2
32yga6,0,0,0,0,0,0,4,1,5,6,1,7
334v90,0,0,0,2,0,2,5,1,6,1,1,2
33dytk,0,0,0,0,0,0,1,1,2,2,1,3
33fekt,0,0,0,0,0,0,1,1,2,2,1,3
33olyu,0,0,0,2,0,2,2,1,3,1,1,2
33rf5p,0,0,0,0,0,0,3,1,4,4,1,5
33xxwm,0,0,0,0,0,0,3,1,4,7,1,8
340rgh,0,0,0,0,0,0,1,1,2,3,1,4
3422uw,0,0,0,0,0,0,3,1,4,3,1,4
3471lg,0,0,0,0,0,0,2,1,3,1,1,2
34c6h6,0,0,0,0,0,0,1,1,2,4,1,5
34cxa5,0,0,0,0,0,0,7,1,8,7,1,8
34d7ep,0,0,0,1,0,1,4,1,5,1,1,2
34igwe,0,0,0,1,0,1,5,1,6,3,3,6
34tng9,0,0,0,0,0,0,3,1,4,3,1,4
34wx4l,0,0,0,0,0,0,7,1,8,4,1,5
3536x0,2,0,2,0,0,0,7,1,8,1,1,2
35aqj8,0,0,0,1,0,1,9,1,10,3,1,4
35iqwc,0,0,0,0,0,0,5,1,6,1,1,2
35m8lq,0,0,0,1,1,2,8,1,9,3,1,4
35voj9,0,0,0,0,0,0,3,1,4,2,1,3
366hw6,0,0,0,4,0,4,2,1,3,7,2,9
366thu,0,0,0,1,0,1,5,1,6,2,1,3
36ayma,0,0,0,0,0,0,2,1,3,4,1,5
36dn94,0,0,0,0,0,0,1,1,2,3,1,4
36hwh2,0,0,0,0,0,0,1,5,6,4,1,5
36qehe,0,0,0,3,0,3,7,1,8,5,1,6
36zjh0,0,0,0,0,0,0,1,1,2,5,1,6
3734hn,0,0,0,0,1,1,1,1,2,5,1,6
37e5fq,0,0,0,1,0,1,6,1,7,1,3,4
38aq4o,0,0,0,2,1,3,2,1,3,7,2,9
38h74m,0,0,0,0,0,0,2,1,3,2,1,3
38rbm3,0,0,0,1,0,1,5,1,6,2,1,3
38rpzk,0,0,0,0,0,0,3,1,4,5,1,6
38z96a,0,0,0,0,0,0,4,1,5,2,1,3
391ai2,0,0,0,1,0,1,1,1,2,1,1,2
393ue3,0,0,0,1,0,1,2,3,5,1,1,2
394rc3,0,0,0,2,0,2,4,1,5,1,1,2
398bbz,1,0,1,1,0,1,1,1,2,6,1,7
399evy,0,0,0,0,0,0,3,1,4,1,1,2
39cjzb,0,0,0,0,0,0,4,1,5,2,9,11
39nqre,0,0,0,1,0,1,5,1,6,6,3,9
39o83k,0,0,0,0,0,0,2,1,3,6,1,7
3a4eik,0,0,0,0,0,0,1,1,2,1,1,2
3a7s6g,0,0,0,0,0,0,4,1,5,1,1,2
3abz4u,0,0,0,0,0,0,5,1,6,3,1,4
3ag30a,0,0,0,0,0,0,9,1,10,1,1,2
3aik03,0,0,0,0,0,0,5,1,6,4,1,5
3atmk5,2,0,2,0,0,0,1,1,2,6,1,7
3awh9k,0,0,0,0,0,0,1,1,2,1,1,2
3axw5r,0,0,0,0,0,0,3,1,4,3,1,4
3b06ov,0,0,0,0,0,0,3,1,4,3,1,4
3b3z90,0,0,0,2,0,2,1,1,2,4,1,5
3b56lq,0,0,0,1,0,1,2,1,3,8,1,9
3bf1yo,0,0,0,0,0,0,2,1,3,4,1,5
3bh1p1,0,0,0,0,0,0,1,1,2,3,1,4
3blbzu,0,0,0,0,0,0,1,1,2,1,1,2
3bpcw4,0,0,0,0,0,0,3,1,4,1,1,2
3bpks6,0,0,0,0,0,0,2,1,3,4,1,5
3bu5zs,0,0,0,0,0,0,4,1,5,1,1,2
3c4jk5,0,0,0,0,0,0,4,1,5,4,1,5
3cbr7j,1,0,1,0,0,0,3,1,4,1,1,2
3ciby6,0,0,0,0,0,0,1,1,2,2,1,3
3d76k3,0,0,0,1,0,1,9,1,10,1,1,2
3d7r1w,0,0,0,0,0,0,5,1,6,3,1,4
3dc0yf,0,0,0,0,0,0,2,1,3,5,1,6
3ddqpn,0,0,0,0,0,0,5,1,6,1,1,2
3dggxy,0,0,0,1,0,1,29,5,34,10,2,12
3drfo1,0,0,0,1,0,1,2,1,3,6,1,7
3dv46q,0,0,0,0,0,0,2,1,3,2,1,3
3dx2un,0,0,0,0,0,0,2,1,3,1,1,2
3e1ux4,0,0,0,0,0,0,2,1,3,2,1,3
3egu3w,0,0,0,1,0,1,3,1,4,1,1,2
3ej099,0,0,0,0,0,0,4,1,5,3,1,4
3elnwo,0,0,0,1,0,1,4,1,5,2,1,3
3eohci,0,0,0,1,0,1,6,1,7,5,1,6
3eshe1,0,0,0,2,1,3,1,1,2,2,1,3
3ex7qy,0,0,0,0,0,0,1,1,2,1,1,2
3fby9i,0,0,0,2,0,2,2,1,3,1,1,2
3fdgqj,0,0,0,1,0,1,3,1,4,5,1,6
3fjqs2,2,0,2,1,0,1,5,1,6,8,1,9
3fkzxy,0,0,0,0,0,0,3,1,4,2,1,3
3fpu6n,0,0,0,5,0,5,8,1,9,5,1,6
3fu4hi,0,0,0,1,0,1,1,1,2,1,1,2
3fvycr,0,0,0,1,0,1,2,1,3,2,1,3
3g1ryl,0,0,0,0,0,0,5,1,6,1,1,2
3gdman,0,0,0,0,0,0,2,1,3,7,1,8
3gfkxz,0,0,0,0,0,0,2,1,3,1,1,2
3gjzj0,0,0,0,3,0,3,2,1,3,1,1,2
3h19xa,0,0,0,0,0,0,15,1,16,2,1,3
3h6fv7,0,0,0,1,0,1,1,1,2,3,1,4
3h7vcm,0,0,0,0,0,0,3,1,4,3,1,4
3h9pp5,0,0,0,0,0,0,3,1,4,3,1,4
3he2mt,0,0,0,0,0,0,3,1,4,3,1,4
3heasv,0,0,0,0,0,0,3,1,4,10,1,11
3hfmxd,0,0,0,0,0,0,2,1,3,3,2,5
3hghbf,0,0,0,1,0,1,2,1,3,1,1,2
3hjopp,0,0,0,0,0,0,2,1,3,2,1,3
3hn5rn,0,0,0,2,0,2,12,1,13,4,1,5
3hpmgi,0,0,0,0,0,0,3,1,4,4,1,5
3ityte,0,0,0,0,0,0,4,1,5,1,1,2
3j9lqv,0,0,0,0,0,0,1,1,2,1,1,2
3jg1fa,0,0,0,1,0,1,11,2,13,2,3,5
3jgwkk,0,0,0,0,0,0,2,1,3,1,1,2
3jj269,0,0,0,0,0,0,1,1,2,2,1,3
3jkegn,1,0,1,0,0,0,7,1,8,18,1,19
3jq219,0,0,0,1,1,2,1,1,2,1,1,2
3jwifx,0,0,0,0,0,0,1,1,2,6,1,7
3jxybw,0,0,0,0,0,0,2,1,3,3,1,4
3jyi58,0,0,0,0,0,0,3,1,4,1,1,2
3jyy6b,0,0,0,0,0,0,1,1,2,2,1,3
3jz8ly,0,0,0,1,0,1,3,1,4,1,1,2
3kb790,0,0,0,0,0,0,3,1,4,2,2,4
3kjrus,0,0,0,0,0,0,3,1,4,12,1,13
3kpyzr,0,0,0,0,0,0,2,1,3,1,1,2
3lsedz,0,0,0,1,1,2,8,1,9,2,1,3
3ltjou,0,0,0,0,0,0,3,1,4,4,1,5
3m5i7q,0,0,0,0,0,0,1,1,2,1,1,2
3mfuno,0,0,0,0,0,0,6,2,8,3,1,4
3n52k3,0,0,0,0,0,0,1,1,2,1,1,2
3n7by2,0,0,0,0,0,0,2,1,3,2,1,3
3nld96,0,0,0,1,0,1,1,1,2,10,1,11
3o7ur4,0,0,0,0,0,0,2,1,3,3,1,4
3o82aw,0,0,0,0,0,0,2,1,3,1,1,2
3o8yu9,0,0,0,2,0,2,4,1,5,1,1,2
3odi3k,0,1,1,0,0,0,3,1,4,1,1,2
3ohdjt,0,0,0,1,0,1,2,4,6,1,1,2
3ooenj,0,0,0,1,0,1,3,1,4,3,2,5
3opjw3,0,0,0,0,0,0,2,1,3,6,1,7
3oqe69,0,0,0,0,0,0,4,1,5,1,1,2
3orn6v,0,0,0,1,0,1,2,1,3,5,1,6
3ov2i2,0,0,0,0,1,1,1,1,2,9,1,10
3p8y29,0,0,0,0,0,0,3,1,4,5,1,6
3pdrzo,0,0,0,0,1,1,5,3,8,1,1,2
3pe3vn,0,0,0,2,1,3,2,1,3,3,1,4
3q33ip,0,0,0,0,0,0,8,1,9,1,1,2
3q6ogz,0,0,0,0,2,2,4,1,5,11,1,12
3q7fq0,0,0,0,0,0,0,1,1,2,6,6,12
3qmksd,0,0,0,0,0,0,2,1,3,1,1,2
3qp0b1,0,0,0,0,0,0,1,1,2,1,1,2
3qr7rm,0,0,0,0,0,0,9,1,10,1,1,2
3qtldh,1,0,1,2,0,2,2,1,3,9,1,10
3r4blv,0,0,0,1,0,1,3,1,4,2,1,3
3rabm5,0,0,0,0,0,0,3,1,4,1,1,2
3rfs7s,0,0,0,2,0,2,1,1,2,4,1,5
3rhkzt,0,0,0,0,0,0,3,1,4,1,1,2
3rk3pt,0,0,0,0,0,0,8,1,9,2,1,3
3rmz1y,0,0,0,0,0,0,1,1,2,1,1,2
3rwsri,1,0,1,0,0,0,7,1,8,1,1,2
3sahvy,0,0,0,1,0,1,3,1,4,4,1,5
3sryp7,0,0,0,0,0,0,1,1,2,3,1,4
3stvoa,0,0,0,1,0,1,2,1,3,2,1,3
3th2f6,0,0,0,0,0,0,6,1,7,4,1,5
3tkljc,0,0,0,0,0,0,1,1,2,1,1,2
3ua58o,0,0,0,0,0,0,2,1,3,2,1,3
3umzfv,0,0,0,0,0,0,7,1,8,8,1,9
3uozpt,0,0,0,1,0,1,7,1,8,1,1,2
3uxq7g,1,0,1,0,0,0,1,1,2,6,1,7
3v1rf7,0,0,0,0,0,0,1,1,2,4,1,5
3v9yx9,0,0,0,1,0,1,2,1,3,2,1,3
3vq69n,0,0,0,1,0,1,5,1,6,9,1,10
3w4faz,0,0,0,0,0,0,7,1,8,2,1,3
3woff5,0,0,0,0,0,0,1,1,2,4,1,5
3x8khi,0,0,0,0,0,0,4,1,5,4,1,5
3xw0tc,0,0,0,0,0,0,7,1,8,6,1,7
3xwn0s,0,0,0,1,1,2,13,1,14,1,1,2
3y1jwt,0,0,0,0,0,0,2,1,3,5,1,6
3y30wr,0,0,0,0,0,0,2,1,3,4,1,5
3y3cvd,0,0,0,0,0,0,7,1,8,1,1,2
3yb2ps,0,0,0,0,0,0,2,1,3,1,2,3
3ycky7,3,0,3,3,0,3,1,1,2,2,1,3
3yclep,0,0,0,1,0,1,4,1,5,2,1,3
3yehvq,0,0,0,0,0,0,3,1,4,2,1,3
3yiu98,0,0,0,2,0,2,3,1,4,4,1,5
3yksl2,0,0,0,0,0,0,2,1,3,2,1,3
3yptzj,0,0,0,0,0,0,1,1,2,9,1,10
3yy2tm,0,0,0,0,0,0,1,1,2,7,1,8
3z22vi,0,0,0,1,0,1,6,1,7,3,1,4
3z64f2,0,0,0,0,0,0,4,1,5,8,1,9
3z7j0f,0,0,0,0,0,0,15,1,16,5,5,10
3zb86h,0,0,0,1,0,1,10,1,11,1,1,2
3zdeb8,0,0,0,0,1,1,8,1,9,2,1,3
3zizgj,0,0,0,0,0,0,2,1,3,3,1,4
3zmpft,0,0,0,5,0,5,7,1,8,10,1,11
403skz,0,0,0,0,0,0,9,1,10,2,1,3
409ffw,0,0,0,1,0,1,4,1,5,5,1,6
40bnxy,0,0,0,1,2,3,7,1,8,2,1,3
40cx5y,0,0,0,0,0,0,3,1,4,1,1,2
40nt0s,0,0,0,1,0,1,3,1,4,3,1,4
40puos,1,0,1,0,0,0,7,1,8,3,1,4
40sfl7,0,0,0,1,0,1,15,1,16,8,1,9
40z1ch,0,0,0,0,0,0,3,1,4,8,1,9
40zvh9,0,0,0,0,0,0,4,1,5,5,1,6
414ug4,0,0,0,0,0,0,2,1,3,4,1,5
419lg3,0,0,0,1,0,1,1,1,2,3,3,6
41ekfx,0,0,0,0,0,0,1,1,2,1,1,2
41ojre,1,0,1,1,0,1,1,1,2,6,1,7
41stw3,0,0,0,0,0,0,2,1,3,2,1,3
429w80,0,0,0,0,0,0,10,1,11,1,1,2
42fdqp,0,0,0,0,0,0,2,1,3,2,1,3
42g3jn,0,0,0,3,0,3,3,1,4,1,1,2
42h6il,0,0,0,1,0,1,5,1,6,1,1,2
42ojv4,1,0,1,0,0,0,1,1,2,1,1,2
42p5ql,0,0,0,0,0,0,1,1,2,1,1,2
42sc3n,0,0,0,1,0,1,1,1,2,3,1,4
42uwrb,1,0,1,0,0,0,1,1,2,1,1,2
437gv8,0,0,0,0,0,0,7,1,8,1,1,2
43onf8,0,0,0,1,0,1,3,1,4,3,1,4
43yk0r,0,0,0,1,0,1,3,1,4,2,1,3
444z6l,0,0,0,0,0,0,2,1,3,2,1,3
44f7zj,0,0,0,0,0,0,2,1,3,1,1,2
44zfvc,0,0,0,0,0,0,3,1,4,5,1,6
452v9z,0,0,0,2,0,2,5,1,6,5,1,6
459gvc,0,0,0,0,0,0,7,1,8,2,1,3
45i8ry,0,0,0,1,0,1,3,1,4,6,1,7
45r73u,0,0,0,0,0,0,2,1,3,1,1,2
45sey8,0,0,0,1,0,1,3,1,4,2,1,3
46hrjj,0,0,0,0,0,0,3,1,4,5,1,6
46k1y1,0,0,0,1,0,1,2,1,3,4,1,5
46up4d,0,0,0,0,0,0,7,1,8,1,1,2
47oh18,0,0,0,3,0,3,5,1,6,2,1,3
47xk99,0,0,0,0,0,0,2,1,3,3,1,4
48kzxq,0,0,0,2,0,2,2,1,3,2,1,3
48qmp8,0,0,0,1,0,1,2,1,3,2,1,3
491yni,0,0,0,1,0,1,2,1,3,2,1,3
493891,0,0,0,1,0,1,3,1,4,4,1,5
49ddcu,0,0,0,0,0,0,5,1,6,8,1,9
49fb2u,0,0,0,0,0,0,1,1,2,2,1,3
49imbd,0,0,0,0,0,0,4,1,5,1,1,2
49lf4y,0,0,0,0,0,0,3,1,4,1,1,2
49mhem,0,0,0,0,0,0,3,1,4,4,1,5
4a44d2,0,0,0,0,0,0,5,1,6,6,2,8
4a6n7d,0,0,0,2,0,2,4,1,5,5,1,6
4aa7bj,0,0,0,0,0,0,2,1,3,4,1,5
4ad6as,0,0,0,0,0,0,2,1,3,2,1,3
4adl0w,0,0,0,0,1,1,1,1,2,1,1,2
4av7cd,0,0,0,1,0,1,1,1,2,3,1,4
4awj8g,0,0,0,0,0,0,1,1,2,1,1,2
4b488t,0,0,0,0,0,0,2,1,3,1,1,2
4be2ff,0,2,2,0,0,0,1,2,3,1,3,4
4biiky,0,0,0,0,0,0,2,1,3,4,1,5
4bipw8,1,0,1,0,0,0,1,1,2,2,1,3
4bjlia,0,0,0,1,0,1,1,1,2,1,1,2
4brp57,0,0,0,0,0,0,2,1,3,2,1,3
4cmv2v,0,0,0,0,0,0,4,1,5,3,1,4
4csm7f,0,0,0,0,0,0,1,1,2,6,4,10
4drc06,0,0,0,0,0,0,2,1,3,7,1,8
4e4e51,0,0,0,0,0,0,1,1,2,3,1,4
4e7xen,0,0,0,0,0,0,6,1,7,1,1,2
4e94c5,0,0,0,0,0,0,1,1,2,1,1,2
4emdcp,0,0,0,1,0,1,3,1,4,1,1,2
4euwjy,0,0,0,1,0,1,3,1,4,2,1,3
4f3rot,0,0,0,0,0,0,11,1,12,3,2,5
4fgfx7,0,0,0,0,0,0,6,1,7,4,1,5
4fj4qg,0,0,0,1,0,1,4,1,5,5,1,6
4flkm8,0,0,0,2,0,2,4,1,5,6,1,7
4frspp,0,0,0,1,0,1,1,1,2,4,1,5
4g7miv,0,0,0,1,0,1,8,1,9,1,1,2
4gi0m2,0,0,0,0,0,0,5,1,6,1,1,2
4gm0ut,0,0,0,0,0,0,7,1,8,1,1,2
4gv98d,0,0,0,0,0,0,27,1,28,1,1,2
4gzu3d,0,0,0,0,0,0,8,1,9,1,1,2
4h0vxg,0,0,0,0,0,0,3,1,4,10,1,11
